ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
954,Luana Almeida Araújo,202527580,1B,Eletrotécnica,2025.2,16,10.0,100.0,4.18,13.0,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-16
955,Rafaela Ferreira Barbosa,202527603,3A,Eletrotécnica,2025.1,23,6.05,63.4,2.22,42.7,3,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-09-09
956,Henrique Mendes Ribeiro,202527757,3A,Agropecuária,2025.1,33,5.33,77.8,5.01,37.1,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-02-09
957,Maria Costa Lima,202527836,1A,Redes de Computadores,2025.2,29,6.13,78.3,0.84,29.3,6,0,1,MEDIO,65,Orientacao para rotina de estudos,2025-08-24
958,Camila Costa Pereira,202527837,5B,Edificações,2025.1,31,5.6,61.4,0.0,38.9,9,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-09-18
959,Juliana Mendes Costa,202528052,5A,Informática,2025.1,30,10.0,100.0,2.98,27.1,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-06-02
960,Paulo Nascimento Almeida,202528201,4B,Informática,2025.2,19,2.97,81.7,4.37,34.6,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-09-08
961,Amanda Almeida Cardoso,202528204,4A,Enfermagem,2025.2,24,4.92,79.1,3.76,40.4,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-07-13
962,Leonardo Barbosa Ribeiro,202528529,5A,Pedagogia,2025.2,19,6.83,93.1,0.0,29.9,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-05-07
963,André Costa Teixeira,202528553,5A,Enfermagem,2025.1,22,1.77,100.0,2.4,34.6,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-12-10
964,Fernanda Gomes Araújo,202528695,1B,Agropecuária,2025.1,20,5.96,96.3,2.27,75.5,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-01-20
965,Lucas Teixeira Ferreira,202528788,1B,Contabilidade,2025.1,34,8.26,70.1,0.15,68.2,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-06-23
966,Amanda Oliveira Ribeiro,202529017,2B,Eletrotécnica,2025.2,17,8.07,87.2,2.05,47.1,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-20
967,Mateus Silva Gomes,202529055,4A,Informática,2025.2,19,6.05,71.8,3.32,43.6,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-10-17
968,Leonardo Souza Batista,202529072,2A,Pedagogia,2025.2,17,6.65,79.0,2.88,27.1,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-17
969,Natália Nascimento Teixeira,202529306,3A,Agropecuária,2025.1,25,3.37,74.3,2.61,60.6,5,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-08-14
970,Juliana Cardoso Teixeira,202529400,3A,Eletrotécnica,2025.2,23,5.75,100.0,2.26,44.9,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2025-11-19
971,Ana Santos Almeida,202529473,5B,Edificações,2025.2,32,8.04,86.6,5.99,22.7,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-05-16
972,André Pereira Silva,202529575,5A,Logística,2025.1,27,5.78,100.0,4.78,36.8,4,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-01-06
973,Henrique Pereira Rodrigues,202529848,3A,Agropecuária,2025.2,23,7.2,44.6,0.35,34.8,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-10-14
974,Thiago Ferreira Mendes,202530007,3B,Eletrotécnica,2025.2,29,3.99,84.0,1.95,49.3,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-06-05
975,Eduarda Barbosa Oliveira,202530058,3A,Enfermagem,2025.2,25,9.87,74.9,0.4,52.9,9,0,1,ALTO,90,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-06-01
976,Camila Costa Barbosa,202530180,3A,Contabilidade,2025.1,19,9.32,73.8,2.54,77.1,9,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-11-11
977,André Pereira Rodrigues,202530286,3A,Contabilidade,2025.2,22,7.89,78.8,3.39,68.2,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-11-03
978,Amanda Teixeira Almeida,202530461,4B,Informática,2025.1,19,5.41,78.8,4.45,41.5,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-06-26
979,Rafael Costa Batista,202530498,2A,Contabilidade,2025.1,22,4.38,76.3,2.82,48.1,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-03-22
980,Isabela Oliveira Ribeiro,202530582,4A,Edificações,2025.2,21,3.66,68.3,6.66,32.5,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-05-06
981,Thiago Monteiro Silva,202530676,3B,Agropecuária,2025.1,18,8.79,70.5,4.15,45.4,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-11
982,Gabriel Rodrigues Teixeira,202530868,4B,Edificações,2025.1,27,3.94,66.2,4.16,53.7,6,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-02-02
983,Paulo Araújo Monteiro,202530879,2B,Agropecuária,2025.1,30,7.52,74.4,2.94,46.0,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-01-02
984,João Gomes Batista,202530926,5B,Contabilidade,2025.1,26,3.6,68.2,2.2,62.6,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-04-24
985,Amanda Pereira Souza,202531030,5B,Agropecuária,2025.1,33,7.52,98.3,2.26,15.3,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-09-25
986,Isabela Nascimento Teixeira,202531247,4A,Contabilidade,2025.1,24,7.31,57.3,4.23,54.3,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-03-24
987,João Araújo Lima,202531298,1B,Agropecuária,2025.1,24,5.55,63.5,5.1,56.2,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-01-16
988,Beatriz Teixeira Teixeira,202531346,1B,Informática,2025.2,21,8.66,96.6,1.49,66.8,2,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-08-29
989,Mateus Monteiro Almeida,202531368,4A,Redes de Computadores,2025.1,27,6.89,100.0,3.19,37.6,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-22
990,Amanda Souza Lima,202531405,2A,Redes de Computadores,2025.1,26,6.03,63.1,1.8,47.4,6,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-05-09
991,Gabriel Rodrigues Almeida,202531434,5B,Edificações,2025.1,27,7.59,70.1,2.27,51.5,4,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-12-10
992,Ana Santos Ribeiro,202531450,3B,Administração,2025.1,24,9.66,95.4,4.66,37.9,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-12
993,Aline Barbosa Monteiro,202531581,2A,Pedagogia,2025.1,19,6.69,65.8,4.9,53.8,5,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-10-22
994,Pedro Gomes Souza,202531717,1A,Redes de Computadores,2025.1,32,4.53,67.0,3.33,56.9,8,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-01-01
995,Jéssica Teixeira Santos,202531949,2A,Edificações,2025.2,28,8.16,81.0,4.57,9.5,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-02
996,Bruno Monteiro Nascimento,202532159,5B,Contabilidade,2025.2,16,6.09,82.0,2.42,29.8,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-06-01
997,Carlos Ferreira Batista,202532280,5B,Pedagogia,2025.1,24,7.68,100.0,0.49,31.5,5,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-09-20
998,Lucas Gomes Oliveira,202532296,1B,Administração,2025.1,24,6.15,92.9,4.63,63.1,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-11-25
999,Larissa Mendes Ribeiro,202532313,4A,Contabilidade,2025.2,16,8.75,62.9,3.36,25.7,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-03-22
1000,Luana Barbosa Ribeiro,202532507,5A,Administração,2025.1,27,5.4,57.2,4.18,17.6,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-07-01
1001,Bruno Oliveira Mendes,202532738,2A,Redes de Computadores,2025.1,30,6.66,72.4,3.09,51.8,2,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-07-31
1002,Ana Barbosa Silva,202532776,4B,Contabilidade,2025.2,31,7.24,100.0,0.0,45.4,10,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-31
1003,Marina Costa Ribeiro,202532833,4B,Eletrotécnica,2025.1,21,4.64,83.5,2.75,34.3,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-04-02
1004,Marcos Ferreira Rodrigues,202532874,2A,Contabilidade,2025.1,22,8.84,100.0,2.62,38.8,10,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-03-31
1005,Henrique Teixeira Ferreira,202533125,2B,Agropecuária,2025.2,21,8.47,62.4,3.62,34.3,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-09-12
1006,Leonardo Barbosa Gomes,202533158,3A,Redes de Computadores,2025.2,28,9.33,79.1,2.98,33.6,1,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-12-08
1007,Lucas Mendes Araújo,202533301,5B,Edificações,2025.1,27,6.7,62.7,2.15,45.0,3,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-08-31
1008,Eduarda Ferreira Santos,202533597,5A,Eletrotécnica,2025.2,16,6.75,73.3,2.28,33.8,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-03-23
1009,Vinicius Costa Costa,202533692,1B,Redes de Computadores,2025.1,26,6.42,84.0,2.35,63.1,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-02
1010,Isabela Pereira Costa,202534114,4B,Contabilidade,2025.1,32,4.99,83.1,3.16,15.6,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-10-03
1011,Luana Pereira Silva,202534123,4A,Logística,2025.2,19,4.45,60.5,5.01,27.0,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-09-09
1012,Leonardo Batista Pereira,202534185,5A,Contabilidade,2025.2,21,7.35,52.2,0.21,52.7,4,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-04-21
1013,Larissa Cardoso Santos,202534235,3A,Agropecuária,2025.1,34,7.01,73.4,2.87,35.3,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-04-17
1014,Diego Costa Cardoso,202534347,4A,Contabilidade,2025.2,20,7.95,95.4,2.92,64.6,3,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-12-20
1015,Diego Gomes Mendes,202534355,3B,Pedagogia,2025.2,25,1.89,100.0,3.07,27.4,1,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-07-07
1016,Aline Ferreira Nascimento,202534390,2A,Informática,2025.1,31,5.63,82.6,1.89,43.3,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-05-26
1017,Ana Lima Teixeira,202534575,1B,Informática,2025.2,27,3.85,63.3,1.91,42.8,4,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-05-19
1018,Gustavo Ferreira Gomes,202534621,1B,Edificações,2025.1,30,6.95,66.8,1.58,39.8,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-03-05
1019,Bruno Araújo Souza,202534683,4B,Administração,2025.1,25,7.97,92.9,5.44,38.2,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-09-10
1020,Vinicius Nascimento Teixeira,202534684,3A,Eletrotécnica,2025.1,25,5.19,81.0,0.0,40.6,8,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-20
1021,Carlos Almeida Pereira,202534697,4B,Edificações,2025.1,20,4.1,49.9,2.03,16.0,4,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2024-02-09
1022,Diego Cardoso Gomes,202534851,2B,Informática,2025.2,29,8.75,44.6,4.97,24.9,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-03-22
1023,Eduarda Gomes Batista,202535076,3A,Agropecuária,2025.2,32,6.46,81.9,1.56,34.0,2,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-09-06
1024,Henrique Lima Lima,202535212,5B,Logística,2025.2,26,4.13,62.1,2.52,35.1,7,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-02-18
1025,Larissa Ribeiro Teixeira,202535227,5B,Agropecuária,2025.2,29,7.9,60.4,2.29,43.3,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-12-06
1026,Paulo Rodrigues Batista,202535365,2B,Agropecuária,2025.2,24,6.13,58.8,3.98,33.0,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-06-21
1027,Patrícia Gomes Batista,202535385,4B,Redes de Computadores,2025.1,28,6.59,89.6,0.4,41.7,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-04-15
1028,Samuel Teixeira Ribeiro,202535389,1B,Enfermagem,2025.1,30,5.31,76.3,3.95,17.8,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-12-04
1029,Felipe Souza Nascimento,202535405,2B,Agropecuária,2025.1,21,2.32,91.6,1.66,41.2,3,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-02-13
1030,Amanda Nascimento Almeida,202535421,5B,Pedagogia,2025.1,32,5.61,83.2,3.12,43.1,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-08-13
1031,Gabriela Gomes Lima,202535617,4A,Pedagogia,2025.2,34,6.52,75.8,3.15,41.0,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-25
1032,Henrique Teixeira Lima,202535646,5B,Contabilidade,2025.2,28,7.85,96.8,3.31,40.7,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-10
1033,Vitória Ferreira Monteiro,202535893,2B,Logística,2025.1,24,8.73,98.2,3.07,10.7,9,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-09-15
1034,Vitória Ferreira Mendes,202536216,2A,Contabilidade,2025.2,32,4.99,74.3,1.72,49.8,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-11-01
1035,Natália Mendes Santos,202536236,2B,Redes de Computadores,2025.1,29,6.53,58.8,4.97,42.4,3,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-10-05
1036,Eduarda Nascimento Gomes,202536467,4B,Pedagogia,2025.2,18,6.03,71.8,3.25,67.8,6,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-10-01
1037,Henrique Rodrigues Lima,202536717,4B,Administração,2025.1,34,6.17,68.2,2.35,16.7,5,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-09-14
1038,Amanda Oliveira Cardoso,202536828,5B,Logística,2025.2,28,7.51,65.5,2.7,53.1,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-12-29
1039,Juliana Monteiro Pereira,202536909,4A,Informática,2025.2,21,7.26,90.0,4.76,59.4,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-27
1040,Gabriela Mendes Ribeiro,202537456,3B,Agropecuária,2025.1,20,7.88,92.8,2.6,48.9,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-19
1041,Amanda Nascimento Santos,202537483,1A,Redes de Computadores,2025.1,26,8.5,72.6,4.75,33.5,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-05-18
1042,Rafaela Pereira Almeida,202537637,2A,Logística,2025.2,28,8.68,89.2,5.33,41.2,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-12-14
1043,Natália Ribeiro Nascimento,202537742,4A,Logística,2025.1,17,8.19,93.4,4.63,38.4,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-10-31
1044,Eduarda Gomes Mendes,202537758,2A,Edificações,2025.2,24,10.0,63.9,2.88,5.3,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-12-16
1045,Marina Ribeiro Lima,202537879,5B,Enfermagem,2025.2,22,7.96,69.2,3.0,23.4,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-03-06
1046,João Mendes Nascimento,202537973,4A,Edificações,2025.2,17,8.45,86.2,1.72,72.2,6,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-03-09
1047,Vinicius Gomes Ribeiro,202538072,1B,Pedagogia,2025.1,21,5.38,84.7,2.28,78.1,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-05-28
1048,Aline Teixeira Araújo,202538213,5A,Contabilidade,2025.2,32,6.38,100.0,2.25,36.4,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-06-09
1049,Pedro Silva Monteiro,202538261,3B,Edificações,2025.2,21,4.38,82.8,4.08,45.6,5,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-01-28
1050,Gabriela Cardoso Barbosa,202538467,1A,Enfermagem,2025.2,18,10.0,82.1,4.22,62.1,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-05-10
1051,Lucas Nascimento Teixeira,202538512,5A,Informática,2025.2,28,7.21,79.5,4.01,27.7,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-02-16
1052,Beatriz Souza Silva,202538759,4B,Administração,2025.1,32,9.31,100.0,0.44,19.6,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-05-30
1053,Aline Gomes Teixeira,202539132,1B,Pedagogia,2025.2,28,7.25,100.0,3.38,63.6,8,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-01-19
1054,Carla Ribeiro Gomes,202539334,1B,Redes de Computadores,2025.1,33,6.85,67.0,4.14,79.8,5,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2025-12-03
1055,Gustavo Batista Teixeira,202539382,3B,Administração,2025.2,34,6.54,82.6,1.15,36.8,9,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-02-20
1056,Luana Araújo Nascimento,202539427,5A,Informática,2025.2,21,5.86,84.8,3.2,33.3,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2025-05-23
1057,Juliana Batista Oliveira,202539513,2B,Eletrotécnica,2025.1,26,8.98,73.4,2.41,47.3,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-06-19
1058,Isabela Almeida Monteiro,202539829,2A,Pedagogia,2025.2,31,7.63,88.9,2.8,45.5,9,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-03-05
1059,Juliana Nascimento Gomes,202539978,4B,Logística,2025.2,26,4.68,81.3,1.54,33.1,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-05-07
1060,Eduarda Gomes Monteiro,202540049,1B,Eletrotécnica,2025.2,20,2.75,62.1,3.75,38.3,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-06-29
1061,Pedro Araújo Teixeira,202540161,1B,Edificações,2025.2,25,7.44,65.4,2.11,57.8,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-08-05
1062,Mateus Nascimento Mendes,202540227,4A,Administração,2025.2,31,10.0,82.2,2.87,26.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-11-20
1063,Gabriela Mendes Ribeiro,202540721,2B,Agropecuária,2025.2,22,6.93,75.4,1.41,12.0,7,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-03-23
1064,Carlos Souza Teixeira,202540782,5A,Administração,2025.1,32,8.89,72.5,2.31,55.0,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-03-21
1065,Carla Teixeira Rodrigues,202540891,1B,Edificações,2025.1,26,7.64,70.8,2.37,41.5,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-10-04
1066,André Costa Ferreira,202540896,5A,Contabilidade,2025.2,32,9.57,67.5,2.76,20.4,2,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-10-25
1067,Patrícia Ribeiro Silva,202540959,3B,Edificações,2025.1,27,7.54,100.0,1.47,69.5,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-05-06
1068,Camila Ribeiro Rodrigues,202540980,5A,Logística,2025.1,34,7.66,98.9,0.31,57.2,10,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-03-26
1069,Juliana Souza Barbosa,202541031,1B,Contabilidade,2025.2,27,6.4,87.5,1.41,38.6,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2024-03-03
1070,Patrícia Barbosa Silva,202541139,4A,Informática,2025.1,28,3.51,99.7,1.53,26.2,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-08-31
1071,Leonardo Rodrigues Barbosa,202541140,5B,Pedagogia,2025.2,30,7.3,75.2,5.14,64.4,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-04-12
1072,Marcos Monteiro Almeida,202541242,1B,Agropecuária,2025.2,24,8.16,73.8,1.75,34.0,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-04-21
1073,Beatriz Silva Almeida,202541258,2B,Contabilidade,2025.2,24,5.38,100.0,2.87,51.8,4,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-11-03
1074,Marina Cardoso Araújo,202541547,5A,Agropecuária,2025.1,25,5.78,91.2,3.74,25.8,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-08-18
1075,Luana Souza Santos,202541626,5B,Contabilidade,2025.1,18,7.07,71.1,1.68,29.0,9,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-06-04
1076,Carlos Silva Costa,202541630,4B,Agropecuária,2025.2,28,6.85,64.8,1.59,54.8,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-04-19
1077,Gabriela Ferreira Ferreira,202541750,4A,Logística,2025.1,28,4.71,83.5,5.66,31.7,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-04-24
1078,Thiago Gomes Teixeira,202541804,5B,Enfermagem,2025.1,18,8.81,100.0,1.66,11.8,6,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-09-17
1079,Marcos Souza Mendes,202541959,3A,Pedagogia,2025.2,29,8.46,80.4,3.9,40.0,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-07
1080,Bruno Ferreira Batista,202542234,4B,Logística,2025.1,26,4.97,63.1,0.58,45.4,5,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-11-30
1081,Marcos Barbosa Batista,202542320,1A,Edificações,2025.2,20,6.55,97.9,3.3,62.0,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-07
1082,Carlos Monteiro Monteiro,202542441,1A,Contabilidade,2025.2,31,8.25,58.3,3.95,52.7,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-08-18
1083,João Teixeira Oliveira,202542601,2B,Informática,2025.1,22,5.31,76.5,2.07,51.2,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-02-26
1084,Lucas Araújo Souza,202542974,1A,Administração,2025.1,29,9.62,91.7,4.98,40.7,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-07-29
1085,Carla Santos Mendes,202543124,3B,Logística,2025.1,16,5.92,95.0,3.16,53.4,1,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-02-08
1086,Mateus Pereira Santos,202543552,5B,Enfermagem,2025.2,27,6.89,80.9,4.59,52.5,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-12
1087,Mateus Mendes Monteiro,202543558,3B,Agropecuária,2025.2,25,6.2,76.8,2.69,53.0,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-11-21
1088,André Cardoso Ribeiro,202543649,1B,Redes de Computadores,2025.2,16,3.51,74.6,3.19,5.0,6,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-07-16
1089,Patrícia Lima Mendes,202543689,5B,Logística,2025.1,29,4.18,81.8,1.99,45.0,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-10-25
